"4xtvA01-i1","3.30.930.10","Bira Bifunctional Protein; Domain 2","4xtvA01"
"3lqbA00-i2","3.40.390.10","Collagenase (Catalytic Domain)","3lqbA00"
"1irxA02-i1","2.30.30.300","class i lysyl-tRNA synthetase like","1irxA02"
"3k2uH01-i2","2.60.40.10","Immunoglobulins","3k2uH01"
"3kmvE00-i1","2.80.10.50","","3kmvE00"
"4gmuA03-i1","3.90.228.20","","4gmuA03"
"3dydA02-i2","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","3dydA02"
"4a24A00-i2","3.30.60.180","","4a24A00"
"4gmuA01-i1","3.40.449.10","Phosphoenolpyruvate Carboxykinase, domain 1","4gmuA01"
"2i7xA01-i2","3.60.15.10","Metallo-beta-lactamase, chain A","2i7xA01"
"4hjwA00-i2","3.20.20.140","Metal-dependent hydrolases","4hjwA00"
"2grrB00-i1","1.25.40.200","Ran-GTPase activating protein 1 (RanGAP1), C-terminal domain","2grrB00"
"4r85A02-i2","3.20.20.140","Metal-dependent hydrolases","4r85A02"
"2ongA01-i1","1.50.10.130","Isoprenoid Synthase - domain 1","2ongA01"
"4uv4L01-i2","2.60.40.10","Immunoglobulins","4uv4L01"
"1irxA04-i1","1.10.10.770","","1irxA04"
"1jebD00-i2","1.10.490.10","Globins","1jebD00"
"3k8pC02-i1","1.10.357.150","","3k8pC02"
"4r85A01-i1","2.30.40.10","Urease, subunit C, domain 1","4r85A01"
"1o69A01-i2","3.40.640.10","Type I PLP-dependent aspartate aminotransferase-like (Major domain)","1o69A01"
"3onhA01-i1","3.10.290.20","Ubiquitin-like 2 activating enzyme e1b. Chain:  B, domain 3","3onhA01"
"1mc8A01-i1","3.40.50.1010","5'-nuclease","1mc8A01"
"2wafA01-i1","3.90.1310.30","","2wafA01"
"3b40A02-i1","1.10.287.650","Helix hairpin bin","3b40A02"
"4wb0A01-i1","3.90.1150.10","Aspartate Aminotransferase, domain 1","4wb0A01"
"2obiA00-i2","3.40.30.10","Glutaredoxin","2obiA00"
"4d3zA02-i1","1.10.132.130","","4d3zA02"
"1fokA02-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","1fokA02"
"3tzqB01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3tzqB01"
"2g8cO01-i1","2.40.128.160","C1 set domains (antibody constant domain-like)","2g8cO01"
"2zvbA01-i2","3.40.1010.10","Cobalt-precorrin-4 Transmethylase; Domain 1","2zvbA01"
"3rabA00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3rabA00"
"4izeA00-i2","2.80.10.50","","4izeA00"
"3d53C00-i1","3.90.80.10","Inorganic Pyrophosphatase","3d53C00"
"1irxA01-i1","3.40.50.620","HUPs","1irxA01"
"4mhbA00-i1","3.20.20.100","NADP-dependent oxidoreductase","4mhbA00"
"2ct3A00-i2","2.30.30.40","SH3 Domains","2ct3A00"
"4tqtA01-i1","3.20.20.140","Metal-dependent hydrolases","4tqtA01"
"3txoA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","3txoA01"
"4feyA01-i1","3.40.50.1260","","4feyA01"
"3toiA00-i2","3.40.710.10","DD-peptidase/beta-lactamase superfamily","3toiA00"
"4jfaC02-i2","1.10.240.10","Tyrosyl-Transfer RNA Synthetase","4jfaC02"
"4r21B00-i1","1.10.630.10","Cytochrome p450","4r21B00"
"3e8jB00-i1","3.40.1500.10","oxygen-dependent coproporphyrinogen oxidase","3e8jB00"
"4yfeA02-i2","2.60.40.10","Immunoglobulins","4yfeA02"
"3doeA00-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","3doeA00"
"5fuhD00-i2","3.90.550.10","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A","5fuhD00"
"1b5fB00-i2","2.40.70.10","Acid Proteases","1b5fB00"
"3npsC01-i2","2.60.40.10","Immunoglobulins","3npsC01"
"4eqaC00-i1","2.40.128.650","","4eqaC00"
"4g43A01-i1","3.30.500.10","Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1","4g43A01"
"2yu3A01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","2yu3A01"
"2vqqA00-i1","3.40.800.20","","2vqqA00"
"1onfA01-i1","3.50.50.60","","1onfA01"
"2abyA00-i1","3.30.70.1980","","2abyA00"
"4xl8A00-i1","2.60.90.10","Adenovirus Type 5 Fiber Protein (Receptor Binding Domain)","4xl8A00"
"3op1C02-i1","2.40.30.30","Riboflavin kinase-like","3op1C02"
"2ar5A00-i2","3.30.1520.10","PX domain","2ar5A00"
"2ooqA00-i2","3.90.190.10","Protein tyrosine phosphatase superfamily","2ooqA00"
"4qenA03-i2","2.170.270.10","SET domain","4qenA03"
"5l6wC00-i2","3.40.20.10","Severin","5l6wC00"
"4zybA00-i1","2.70.70.10","Glucose Permease (Domain IIA)","4zybA00"
"3zcjE00-i1","1.20.58.1660","","3zcjE00"
"3e7gA02-i1","3.90.440.10","Nitric Oxide Synthase;Heme Domain;Chain A domain 2","3e7gA02"
"1ojhA00-i1","1.10.287.670","NblA-like","1ojhA00"
"4g7fA02-i2","3.20.20.120","Enolase superfamily","4g7fA02"
"5gjvE00-i2","1.20.140.150","","5gjvE00"
"4c0zE01-i1","2.30.30.670","","4c0zE01"
"3lf2A01-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3lf2A01"
"2j2jA00-i1","2.60.90.10","Adenovirus Type 5 Fiber Protein (Receptor Binding Domain)","2j2jA00"
"1vm7B00-i2","3.40.1190.20","","1vm7B00"
"3i6tA02-i2","3.20.20.120","Enolase superfamily","3i6tA02"
"2bw0A01-i2","3.40.50.170","Formyltransferase","2bw0A01"
"5cdvA02-i2","3.90.230.10","Creatinase/methionine aminopeptidase superfamily","5cdvA02"
"1ezgA00-i1","2.160.20.50","Insect cysteine-rich antifreeze protein","1ezgA00"
"2aenA01-i1","2.60.120.200","","2aenA01"
"2kluA00-i1","1.20.5.900","transmembrane domain of human cd4 ","2kluA00"
"1qsaA02-i1","1.10.1240.20","","1qsaA02"
"1onfA03-i1","3.30.390.30","","1onfA03"
"3k4gE00-i1","1.10.150.20","5' to 3' exonuclease, C-terminal subdomain","3k4gE00"
"5c9jA01-i2","3.30.500.10","Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1","5c9jA01"
"3kraC00-i2","1.10.600.10","Farnesyl Diphosphate Synthase","3kraC00"
"1qsaA01-i1","1.25.20.10","Bacterial muramidases","1qsaA01"
"4g7fA01-i1","3.30.390.10","Enolase-like, N-terminal domain","4g7fA01"
"4lctA00-i1","1.25.40.570","","4lctA00"
"2q04F00-i2","3.40.630.30","","2q04F00"
"4ddqA03-i1","1.10.268.10","Topoisomerase, domain 3","4ddqA03"
"4novA00-i2","2.115.10.20","Glycosyl hydrolase domain; family 43","4novA00"
"3g33B02-i2","1.10.472.10","","3g33B02"
"2mraA00-i1","3.30.1710.10","top7, de novo designed protein","2mraA00"
"4kdiD00-i1","3.10.20.90","Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1","4kdiD00"
"3cjsB00-i1","3.30.1550.10","Ribosomal protein L11, N-terminal domain","3cjsB00"
"3qn1B00-i2","3.60.40.10","Phosphatase 2c; Domain 1","3qn1B00"
"2bw0A02-i1","3.10.25.10","Methionyl-tRNA Fmet Formyltransferase; Chain A, domain 2","2bw0A02"
"1qwgA00-i1","3.20.20.70","Aldolase class I","1qwgA00"
"2mntA00-i1","3.10.50.40","","2mntA00"
"3e7gA03-i1","3.90.1230.10","Nitric Oxide Synthase; Chain A, domain 3","3e7gA03"
"4sbvC00-i1","2.60.120.20","","4sbvC00"
"4n67A00-i2","1.10.3290.10","Fic-like domain","4n67A00"
"2hv2C02-i2","3.30.1050.10","Nonspecific Lipid-transfer Protein; Chain A","2hv2C02"
"4feyA02-i1","3.40.50.1260","","4feyA02"
"4petB01-i2","3.40.190.170","","4petB01"
"4r0sA00-i2","3.90.190.10","Protein tyrosine phosphatase superfamily","4r0sA00"
"3sjnA01-i2","3.30.390.10","Enolase-like, N-terminal domain","3sjnA01"
"2xkjE01-i1","3.40.50.670","","2xkjE01"
"2vszB02-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","2vszB02"
"3eozB01-i2","3.40.50.1240","Phosphoglycerate mutase-like","3eozB01"
"3v9wB00-i2","3.30.420.10","","3v9wB00"
"3pfeA02-i2","3.30.70.360","","3pfeA02"
"4dq5B00-i1","1.10.530.50","","4dq5B00"
"2cv6A01-i1","2.60.120.10","Jelly Rolls","2cv6A01"
"1onfA02-i1","3.50.50.60","","1onfA02"
"3i6aB01-i2","3.40.30.10","Glutaredoxin","3i6aB01"
"4hb9A01-i1","3.50.50.60","","4hb9A01"
"1orjB00-i1","1.20.120.340","","1orjB00"
"1pavA00-i1","3.30.110.40","SirA-like","1pavA00"
"5d1zB01-i2","2.60.40.10","Immunoglobulins","5d1zB01"
"3g33B01-i2","1.10.472.10","","3g33B01"
"2hv2C01-i2","3.40.630.30","","2hv2C01"
"3oc8A00-i1","2.60.40.3240","","3oc8A00"
"1qd5A00-i1","2.40.230.10","Outer membrane phospholipase A (OMPLA)","1qd5A00"
"5cdvA01-i2","3.40.350.10","Creatinase/prolidase N-terminal domain","5cdvA01"
"4ddqA02-i1","3.30.1360.40","","4ddqA02"
"4ztpL01-i2","2.60.40.10","Immunoglobulins","4ztpL01"
"5g4kA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","5g4kA00"
"1qsaA03-i2","1.10.530.10","","1qsaA03"
"3vxtA01-i2","2.60.40.10","Immunoglobulins","3vxtA01"
"2mpsA00-i2","1.10.245.10","MDM2","2mpsA00"
"2cv6A02-i2","2.60.120.10","Jelly Rolls","2cv6A02"
"2j07A02-i2","1.25.40.80","","2j07A02"
"3zrhA01-i1","1.25.40.560","","3zrhA01"
"2joxA00-i1","3.30.160.500","","2joxA00"
"4fceA01-i2","3.90.550.10","Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A","4fceA01"
"4i50F03-i1","3.30.1490.20","ATP-grasp fold, A domain","4i50F03"
"1ynyA02-i1","3.20.20.140","Metal-dependent hydrolases","1ynyA02"
"3ogkB01-i1","1.20.1280.50","","3ogkB01"
"1ntyA01-i1","1.20.900.10","DBL homology domain (DH-domain)","1ntyA01"
"1vkzA02-i2","3.30.1490.20","ATP-grasp fold, A domain","1vkzA02"
"5it5B02-i1","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","5it5B02"
"2cjkA02-i2","3.30.70.330","","2cjkA02"
"2cjkA01-i2","3.30.70.330","","2cjkA01"
"2ffkB00-i2","2.40.50.40","","2ffkB00"
"1gkuB06-i1","1.10.460.10","Topoisomerase I, domain 2","1gkuB06"
"3wajA03-i1","1.20.58.1650","","3wajA03"
"3b1jA01-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3b1jA01"
"2bjiA01-i2","3.30.540.10","Fructose-1,6-Bisphosphatase, subunit A, domain 1","2bjiA01"
"2bq8X00-i1","3.60.21.10","","2bq8X00"
"3q6bA02-i2","3.10.20.310","membrane protein fhac","3q6bA02"
"4rwhA00-i2","2.60.40.10","Immunoglobulins","4rwhA00"
"2coqA00-i2","2.60.40.10","Immunoglobulins","2coqA00"
"1ntyA02-i2","2.30.29.30","Pleckstrin-homology domain (PH domain)/Phosphotyrosine-binding domain (PTB)","1ntyA02"
"1a62A02-i1","2.40.50.140","Nucleic acid-binding proteins","1a62A02"
"3ii9C02-i1","2.40.110.10","Butyryl-CoA Dehydrogenase, subunit A, domain 2","3ii9C02"
"5jpdA02-i1","3.40.50.1980","Nitrogenase molybdenum iron protein domain","5jpdA02"
"1xs0A00-i1","3.40.1420.10","Inhibitor of vertebrate lysozyme, Ivy","1xs0A00"
"4gxxE01-i2","2.10.77.10","Hemagglutinin Chain A, Domain 2","4gxxE01"
"3tdgA02-i2","3.40.30.10","Glutaredoxin","3tdgA02"
"1g5bB00-i2","3.60.21.10","","1g5bB00"
"1vkzA01-i2","3.40.50.20","","1vkzA01"
"4nn1A00-i1","1.10.357.10","Tetracycline Repressor, domain 2","4nn1A00"
"1sr8A01-i1","3.30.1990.10","CbiD-like","1sr8A01"
"1ynyA01-i2","2.30.40.10","Urease, subunit C, domain 1","1ynyA01"
"1vkeB00-i2","1.20.1290.10","AhpD-like","1vkeB00"
"2xuvC00-i2","1.10.890.10","Protein HNS-dependent expression A; HdeA","2xuvC00"
"3zrgA00-i1","1.10.10.2470","","3zrgA00"
"3u59D00-i2","1.20.5.340","","3u59D00"
"1ufxA00-i2","2.30.42.10","","1ufxA00"
"3df7A01-i1","3.40.50.11770","","3df7A01"
"1gkuB01-i1","2.20.20.30","reverse gyrase domain ","1gkuB01"
"1uwxK01-i2","2.60.40.10","Immunoglobulins","1uwxK01"
"2mf9A00-i2","3.10.50.40","","2mf9A00"
"1enfA01-i2","2.40.50.110","","1enfA01"
"1m06G00-i1","2.60.120.20","","1m06G00"
"1cfzA00-i2","3.40.50.1450","HybD-like","1cfzA00"
"1gkuB08-i1","1.10.290.10","Topoisomerase I, domain 4","1gkuB08"
"4rkrB01-i2","3.40.50.2300","","4rkrB01"
"4ubqA00-i1","3.60.15.10","Metallo-beta-lactamase, chain A","4ubqA00"
"4fdaA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","4fdaA00"
"2y4tB01-i2","1.25.40.10","","2y4tB01"
"1nzeA00-i2","1.20.120.290","","1nzeA00"
"1vkzA03-i1","3.30.470.20","ATP-grasp fold, B domain","1vkzA03"
"4h3wB02-i1","2.60.120.1260","","4h3wB02"
"3luaA00-i2","3.40.50.2300","","3luaA00"
"5f1nA01-i1","3.30.500.10","Murine Class I Major Histocompatibility Complex, H2-DB, subunit A, domain 1","5f1nA01"
"1sr8A02-i1","3.30.2110.10","CbiD-like ","1sr8A02"
"1enfA02-i2","3.10.20.120","","1enfA02"
"1xk6A01-i1","3.40.50.10540","Crotonobetainyl-coa:carnitine coa-transferase; domain 1","1xk6A01"
"3b4wA02-i2","3.40.309.10","Aldehyde Dehydrogenase; Chain A, domain 2","3b4wA02"
"3q6bA01-i2","3.10.20.310","membrane protein fhac","3q6bA01"
"1cqmA00-i1","3.30.70.60","","1cqmA00"
"1y9iA00-i1","1.10.3760.10","YutG-like","1y9iA00"
"5cj4D01-i1","2.170.210.10","","5cj4D01"
"3butA00-i1","2.60.40.10","Immunoglobulins","3butA00"
"3r3sA00-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","3r3sA00"
"3l1eA01-i2","2.60.40.790","","3l1eA01"
"43c9B00-i2","2.60.40.10","Immunoglobulins","43c9B00"
"2x2zB03-i1","2.10.70.70","","2x2zB03"
"4fceA02-i2","2.160.10.10","Hexapeptide repeat proteins","4fceA02"
"3pnwL00-i1","2.30.30.140","","3pnwL00"
"5f4cA00-i1","3.30.370.10","Barnase, subunit D","5f4cA00"
"1gkuB05-i1","3.40.50.140","","1gkuB05"
"1eufA01-i1","2.40.10.10","Trypsin-like serine proteases","1eufA01"
"3nerA00-i1","3.10.120.10","Flavocytochrome B2, subunit A, domain 1","3nerA00"
"4xmlH01-i2","2.60.40.10","Immunoglobulins","4xmlH01"
"2czoA00-i2","3.30.1520.10","PX domain","2czoA00"
"3s7vC00-i1","2.60.175.10","Polyomavirus Vp1, chain A","3s7vC00"
"3orqA02-i1","3.30.470.20","ATP-grasp fold, B domain","3orqA02"
"5f1nA02-i2","2.60.40.10","Immunoglobulins","5f1nA02"
"1sr8A03-i1","3.40.50.10720","CbiD-like domains ","1sr8A03"
"3b1jA02-i1","3.30.360.10","Dihydrodipicolinate Reductase; domain 2","3b1jA02"
"4l58A00-i1","3.30.40.10","Zinc/RING finger domain, C3HC4 (zinc finger)","4l58A00"
"1gkuB03-i2","3.40.50.300","P-loop containing nucleotide triphosphate hydrolases","1gkuB03"
"5b54D02-i2","3.40.50.1100","","5b54D02"
"1l3wA05-i2","2.60.40.60","Cadherins","1l3wA05"
"3om0A02-i2","3.40.50.2300","","3om0A02"
"4al8L01-i2","2.60.40.10","Immunoglobulins","4al8L01"
"3p9cA02-i2","3.40.50.150","Vaccinia Virus protein VP39","3p9cA02"
"4u3wA02-i2","3.40.309.10","Aldehyde Dehydrogenase; Chain A, domain 2","4u3wA02"
"2ijqA00-i1","1.10.3450.10","TTHA0068-like","2ijqA00"
"5b54D01-i2","3.40.50.1100","","5b54D01"
"3qexA03-i1","3.90.1600.20","","3qexA03"
"2ftrB00-i1","3.30.70.100","","2ftrB00"
"1bz7A01-i2","2.60.40.10","Immunoglobulins","1bz7A01"
"5jpdA01-i1","3.40.50.1980","Nitrogenase molybdenum iron protein domain","5jpdA01"
"4xnyH01-i2","2.60.40.10","Immunoglobulins","4xnyH01"
"1eufA02-i2","2.40.10.10","Trypsin-like serine proteases","1eufA02"
"3d3oB00-i1","3.30.450.40","","3d3oB00"
"1gzsB00-i1","1.10.4120.10","SopE-like GEF domain","1gzsB00"
"2dmlA01-i2","3.40.30.10","Glutaredoxin","2dmlA01"
"3zbhA00-i2","1.10.287.1060","ESAT-6 like","3zbhA00"
"5i4mA02-i2","3.30.70.360","","5i4mA02"
"2uv8A04-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2uv8A04"
"4yzzA02-i1","3.40.190.10","Periplasmic binding protein-like II","4yzzA02"
"4yzzA01-i2","3.40.190.170","","4yzzA01"
"4p72A06-i1","3.30.70.380","","4p72A06"
"4z88A00-i2","2.30.30.40","SH3 Domains","4z88A00"
"1zwwA00-i2","1.20.1270.60","Arfaptin, Rac-binding fragment, chain A","1zwwA00"
"2ztgA03-i1","2.40.30.130","","2ztgA03"
"3hloA01-i2","2.40.70.10","Acid Proteases","3hloA01"
"3eo5A01-i1","2.20.230.10","Resuscitation-promoting factor rpfb.","3eo5A01"
"3d3mA00-i2","1.25.40.180","","3d3mA00"
"4oonA02-i2","3.40.710.10","DD-peptidase/beta-lactamase superfamily","4oonA02"
"4f6hA00-i1","3.60.15.10","Metallo-beta-lactamase, chain A","4f6hA00"
"2of1A00-i1","2.40.50.90","","2of1A00"
"2mr6A00-i1","3.40.50.11230","","2mr6A00"
"4j56A02-i1","3.50.50.60","","4j56A02"
"3agcB00-i2","3.40.1500.20","","3agcB00"
"4oonA03-i1","2.40.50.140","Nucleic acid-binding proteins","4oonA03"
"1rwyA00-i2","1.10.238.10","EF-hand","1rwyA00"
"2trcP02-i1","1.10.168.10","Phosducin, domain 2","2trcP02"
"3mviA00-i2","3.20.20.140","Metal-dependent hydrolases","3mviA00"
"5f9gA00-i1","2.40.155.10","Green Fluorescent Protein","5f9gA00"
"3aw5A01-i2","2.60.40.420","Cupredoxins -  blue copper proteins","3aw5A01"
"2darA01-i2","2.10.110.10","Cysteine Rich Protein","2darA01"
"2m83A00-i1","2.60.40.2440","","2m83A00"
"189lA00-i2","1.10.530.40","","189lA00"
"5cgmB01-i1","2.60.40.10","Immunoglobulins","5cgmB01"
"2ztgA05-i1","3.30.54.20","","2ztgA05"
"5j60B02-i2","3.50.50.60","","5j60B02"
"4p72A02-i2","2.40.50.140","Nucleic acid-binding proteins","4p72A02"
"3giuA00-i1","3.40.630.20","","3giuA00"
"3il0A00-i2","3.40.350.10","Creatinase/prolidase N-terminal domain","3il0A00"
"3mcbB00-i1","2.20.70.30","","3mcbB00"
"3u9rB02-i2","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","3u9rB02"
"1v8pF00-i1","3.40.50.1010","5'-nuclease","1v8pF00"
"4k3xB00-i2","3.90.20.10","","4k3xB00"
"2oxtA00-i2","3.40.50.150","Vaccinia Virus protein VP39","2oxtA00"
"3oc7A01-i1","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","3oc7A01"
"2hlcA02-i1","2.40.10.10","Trypsin-like serine proteases","2hlcA02"
"4g3jA00-i1","1.10.630.10","Cytochrome p450","4g3jA00"
"2ot3A02-i1","1.20.1050.80","","2ot3A02"
"3ctkA02-i2","4.10.470.10","Ricin (A Subunit), domain 2","3ctkA02"
"3eb9A00-i1","3.40.50.1360","","3eb9A00"
"5c35B00-i2","3.40.50.1390","","5c35B00"
"1x1qB01-i1","3.40.50.1100","","1x1qB01"
"2ot3A01-i1","1.10.246.120","","2ot3A01"
"4p72A05-i2","3.30.930.10","Bira Bifunctional Protein; Domain 2","4p72A05"
"1wdnA02-i1","3.40.190.10","Periplasmic binding protein-like II","1wdnA02"
"1spbP00-i2","3.30.70.80","","1spbP00"
"1x1qB02-i2","3.40.50.1100","","1x1qB02"
"4pzaB00-i1","3.40.50.1240","Phosphoglycerate mutase-like","4pzaB00"
"2hpsA00-i2","1.10.238.10","EF-hand","2hpsA00"
"4s12A02-i2","1.10.8.1080","","4s12A02"
"2i8dB01-i1","1.10.10.810","","2i8dB01"
"2vzsA03-i2","3.20.20.80","Glycosidases","2vzsA03"
"1gl2B00-i1","1.20.5.110","","1gl2B00"
"2q1kD00-i1","1.20.5.420","Immunoglobulin FC, subunit C","2q1kD00"
"4p55B00-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","4p55B00"
"3oc7A02-i1","1.10.12.10","Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2","3oc7A02"
"2uv8A06-i1","3.30.70.2490","","2uv8A06"
"2yp5A02-i1","3.90.209.20","","2yp5A02"
"3o5tA00-i1","1.10.4080.10","ADP-ribosylglycohydrolase ","3o5tA00"
"4edbB00-i2","3.90.20.10","","4edbB00"
"4b62A00-i1","3.30.1330.60","OmpA-like","4b62A00"
"4bspA00-i1","2.10.220.10","Hormone Receptor, Insulin-like Growth Factor Receptor 1; Chain A, domain 2","4bspA00"
"1r45A00-i2","3.90.176.10","Toxin ADP-ribosyltransferase; Chain A, domain 1","1r45A00"
"1rm6B01-i1","3.30.465.10","","1rm6B01"
"5dqxA00-i1","2.40.230.10","Outer membrane phospholipase A (OMPLA)","5dqxA00"
"2ashA00-i1","3.20.20.105","tRNA-guanine (tRNA-G) transglycosylase","2ashA00"
"2uv8A05-i2","3.40.47.10","","2uv8A05"
"2hlcA01-i1","2.40.10.10","Trypsin-like serine proteases","2hlcA01"
"3lnqA00-i2","1.10.10.60","Homeodomain-like","3lnqA00"
"2qnlA00-i1","1.20.120.450","dinb family like domain","2qnlA00"
"1eltA01-i1","2.40.10.10","Trypsin-like serine proteases","1eltA01"
"1iw7N06-i1","1.10.132.30","","1iw7N06"
"3ronA00-i1","3.40.198.10","CytB endotoxin-like","3ronA00"
"5lomA01-i1","3.40.190.10","Periplasmic binding protein-like II","5lomA01"
"4gs3A00-i2","2.40.50.140","Nucleic acid-binding proteins","4gs3A00"
"2trcP01-i2","3.40.30.10","Glutaredoxin","2trcP01"
"2m87A00-i2","1.10.10.10","""winged helix"" repressor DNA binding domain","2m87A00"
"1m3cA00-i2","2.30.30.40","SH3 Domains","1m3cA00"
"2o3fA00-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","2o3fA00"
"2pnnA00-i1","1.25.40.20","","2pnnA00"
"2n7aA00-i2","2.60.40.10","Immunoglobulins","2n7aA00"
"5e7bA00-i2","2.60.40.10","Immunoglobulins","5e7bA00"
"3u9rB01-i2","3.90.226.10","2-enoyl-CoA Hydratase; Chain A, domain 1","3u9rB01"
"1kcxA01-i2","2.30.40.10","Urease, subunit C, domain 1","1kcxA01"
"4p72A01-i1","3.30.56.10","","4p72A01"
"4p72A03-i1","3.50.40.10","Phenylalanyl-trna Synthetase, Chain B, domain 3","4p72A03"
"3apsA00-i2","3.40.30.10","Glutaredoxin","3apsA00"
"2uv8A01-i1","3.90.25.70","","2uv8A01"
"2zb4A02-i2","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2zb4A02"
"1sznA01-i1","3.20.20.70","Aldolase class I","1sznA01"
"3eb7C01-i1","1.20.190.10","","3eb7C01"
"2x5iD00-i1","4.10.80.10","Rhinovirus 14, subunit 4","2x5iD00"
"3sdeA01-i2","3.30.70.330","","3sdeA01"
"3mk7C03-i1","1.10.760.10","Cytochrome c","3mk7C03"
"4kfvA02-i2","2.30.42.10","","4kfvA02"
"4mayB01-i1","3.10.320.10","Class II Histocompatibility Antigen, M Beta Chain; Chain B, domain 1","4mayB01"
"4p1zA00-i2","3.40.50.2300","","4p1zA00"
"3i4pA02-i2","3.30.70.920","","3i4pA02"
"3ci0K02-i1","1.10.40.60","EpsJ-like","3ci0K02"
"2f00A03-i2","3.90.190.20","","2f00A03"
"4jocA00-i1","3.40.50.1240","Phosphoglycerate mutase-like","4jocA00"
"2mz8A00-i1","3.30.310.230","","2mz8A00"
"2ausB00-i1","2.20.28.40","Nop10-like SnoRNP","2ausB00"
"3qt2A01-i2","2.60.40.10","Immunoglobulins","3qt2A01"
"1c8cA00-i1","2.40.50.40","","1c8cA00"
"1djxA02-i1","3.20.20.190","Phosphatidylinositol (PI) phosphodiesterase","1djxA02"
"3bg3A04-i1","1.10.10.60","Homeodomain-like","3bg3A04"
"3efmA01-i2","2.170.130.10","Ferric Hydroxamate Uptake Protein; Chain A, domain 1","3efmA01"
"1ufmA00-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","1ufmA00"
"1wmgA00-i2","1.10.533.10","Death Domain, Fas","1wmgA00"
"4fe9A02-i1","2.60.40.3620","","4fe9A02"
"2w5vA00-i1","3.40.720.10","Alkaline Phosphatase, subunit A","2w5vA00"
"2o5rA04-i1","1.10.8.70","","2o5rA04"
"3bn0A00-i1","3.30.1320.10","","3bn0A00"
"3zntA00-i2","3.40.710.10","DD-peptidase/beta-lactamase superfamily","3zntA00"
"2obnD01-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2obnD01"
"1t3wB00-i1","1.10.860.10","DNAb Helicase; Chain A","1t3wB00"
"2f2cA02-i1","1.10.472.10","","2f2cA02"
"4oc8A01-i1","2.30.280.20","","4oc8A01"
"3u31A02-i1","3.30.1600.10","SIR2/SIRT2 'Small Domain'","3u31A02"
"2gfiA02-i2","3.40.50.1240","Phosphoglycerate mutase-like","2gfiA02"
"4r8zA00-i2","1.10.3210.10","Hypothetical protein af1432","4r8zA00"
"4kiyV03-i2","3.30.70.870","Elongation Factor G (Translational Gtpase), domain 3","4kiyV03"
"2kl5A00-i1","3.50.4.20","","2kl5A00"
"4fe9A03-i1","2.60.40.3620","","4fe9A03"
"4kqcA02-i2","3.40.50.2300","","4kqcA02"
"3hmsA00-i1","3.50.4.10","Hepatocyte Growth Factor","3hmsA00"
"3i4pA01-i1","1.10.10.10","""winged helix"" repressor DNA binding domain","3i4pA01"
"4u6tA00-i2","2.60.40.10","Immunoglobulins","4u6tA00"
"1un8A02-i1","1.25.40.340","","1un8A02"
"2f00A01-i1","3.40.50.720","NAD(P)-binding Rossmann-like Domain","2f00A01"
"3v97B04-i2","3.40.50.150","Vaccinia Virus protein VP39","3v97B04"
"2yvaA00-i2","3.40.50.10490","Glucose-6-phosphate isomerase like protein; domain 1","2yvaA00"
"2bz8A00-i2","2.30.30.40","SH3 Domains","2bz8A00"
"3cp2A02-i1","2.40.30.260","","3cp2A02"
"4kqcA01-i2","3.40.50.2300","","4kqcA01"
"3p5jA01-i1","3.30.420.10","","3p5jA01"
"3hqiA02-i2","3.30.710.10","Potassium Channel Kv1.1; Chain A","3hqiA02"
"2w5fB01-i2","2.60.120.260","Galactose-binding domain-like","2w5fB01"
"4bkjA01-i1","3.30.200.20","Phosphorylase Kinase; domain 1","4bkjA01"
"2b86A00-i2","2.30.30.40","SH3 Domains","2b86A00"
"3ci0K01-i1","3.30.1300.30","GSPII I/J protein-like","3ci0K01"
"3jv7A01-i1","3.90.180.10","Medium-chain alcohol dehydrogenases, catalytic domain","3jv7A01"
